"Nasdaq Traded","Security Name","Listing Exchange","Market Category","ETF","Round Lot Size","Test Issue","Financial Status","CQS Symbol","NASDAQ Symbol","NextShares"
"True","First Trust RBA American Industrial Renaissance ETF","Q","G","True","100.0","False","N","","AIRR","False"
"True","Air T, Inc. - Common Stock","Q","G","False","100.0","False","N","","AIRT","False"
"True","Air T, Inc. - Trust Preferred Securities","Q","G","False","100.0","False","N","","AIRTP","False"
"True","Air T, Inc. - Air T Funding Warrants to Purchase Trust Preferred","Q","G","False","100.0","False","N","","AIRTW","False"
"True","Applied Industrial Technologies, Inc. Common Stock","N"," ","False","100.0","False","","AIT","AIT","False"
"True","Apartment Investment and Management Company Common Stock","N"," ","False","100.0","False","","AIV","AIV","False"
"True","Arlington Asset Investment Corp 6.625% Notes due 2023","N"," ","False","100.0","False","","AIW","AIW","False"
"True","Assurant, Inc. Common Stock","N"," ","False","100.0","False","","AIZ","AIZ","False"
"True","Assurant, Inc. 6.50% Series D Mandatory Convertible Preferred Stock, $1.00 par value","N"," ","False","100.0","False","","AIZP","AIZP","False"
"True","Ajax I Units, each consisting of one Class A ordinary share and one-fourth of one redeemable warrant","N"," ","False","100.0","False","","AJAX.U","AJAX=","False"
"True","Arthur J. Gallagher & Co. Common Stock","N"," ","False","100.0","False","","AJG","AJG","False"
"True","Aerojet Rocketdyne Holdings, Inc. Common Stock","N"," ","False","100.0","False","","AJRD","AJRD","False"
"True","Great Ajax Corp. Common Stock","N"," ","False","100.0","False","","AJX","AJX","False"
"True","Great Ajax Corp. 7.25% Convertible Senior Notes due 2024","N"," ","False","100.0","False","","AJXA","AJXA","False"
"True","Akamai Technologies, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AKAM","False"
"True","Akebia Therapeutics, Inc. - Common Stock","Q","G","False","100.0","False","N","","AKBA","False"
"True","Akers Biosciences Inc. - Common Stock","Q","S","False","100.0","False","N","","AKER","False"
"True","Embotelladora Andina S.A. Common Stock","N"," ","False","100.0","False","","AKO.A","AKO.A","False"
"True","Embotelladora Andina S.A. Common Stock","N"," ","False","100.0","False","","AKO.B","AKO.B","False"
"True","Acadia Realty Trust Common Stock","N"," ","False","100.0","False","","AKR","AKR","False"
"True","Akero Therapeutics, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AKRO","False"
"True","Akoustis Technologies, Inc. - Common Stock","Q","S","False","100.0","False","N","","AKTS","False"
"True","Akari Therapeutics Plc - American Depositary Shares","Q","S","False","100.0","False","N","","AKTX","False"
"True","Akumin Inc. - Common Shares","Q","S","False","100.0","False","N","","AKU","False"
"True","Akouos, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AKUS","False"
"True","Air Lease Corporation Class A Common Stock","N"," ","False","100.0","False","","AL","AL","False"
"True","Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A","N"," ","False","100.0","False","","ALpA","AL-A","False"
"True","Alberton Acquisition Corporation - Ordinary Shares","Q","S","False","100.0","False","D","","ALAC","False"
"True","Alberton Acquisition Corporation - Rights","Q","S","False","100.0","False","N","","ALACR","False"
"True","Alberton Acquisition Corporation - Unit","Q","S","False","100.0","False","N","","ALACU","False"
"True","Alberton Acquisition Corporation - Warrant","Q","S","False","100.0","False","N","","ALACW","False"
"True","Albemarle Corporation Common Stock","N"," ","False","100.0","False","","ALB","ALB","False"
"True","Albireo Pharma, Inc. - Common Stock","Q","S","False","100.0","False","N","","ALBO","False"
"True","Alcon Inc. Ordinary Shares","N"," ","False","100.0","False","","ALC","ALC","False"
"True","Alico, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALCO","False"
"True","Aldeyra Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","N","","ALDX","False"
"True","Allete, Inc.","N"," ","False","100.0","False","","ALE","ALE","False"
"True","Alector, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALEC","False"
"True","Alexander & Baldwin, Inc. Common Stock REIT Holding Company","N"," ","False","100.0","False","","ALEX","ALEX","False"
"True","AlphaClone Alternative Alpha ETF","Z"," ","True","100.0","False","","ALFA","ALFA","False"
"True","Alamo Group, Inc. Common Stock","N"," ","False","100.0","False","","ALG","ALG","False"
"True","Allegro MicroSystems, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALGM","False"
"True","Align Technology, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALGN","False"
"True","Aligos Therapeutics, Inc. - Common stock","Q","Q","False","100.0","False","N","","ALGS","False"
"True","Allegiant Travel Company - Common Stock","Q","Q","False","100.0","False","N","","ALGT","False"
"True","Alimera Sciences, Inc. - Common Stock","Q","G","False","100.0","False","N","","ALIM","False"
"True","Altera Infrastructure L.P. 7.25% Series A ","N"," ","False","100.0","False","","ALINpA","ALIN-A","False"
"True","Altera Infrastructure L.P. 8.50% Series B ","N"," ","False","100.0","False","","ALINpB","ALIN-B","False"
"True","Altera Infrastructure L.P. 8.875% Series E ","N"," ","False","100.0","False","","ALINpE","ALIN-E","False"
"True","ALJ Regional Holdings, Inc. - Common Stock","Q","G","False","100.0","False","N","","ALJJ","False"
"True","Alaska Air Group, Inc. Common Stock","N"," ","False","100.0","False","","ALK","ALK","False"
"True","Alkermes plc - Ordinary Shares","Q","Q","False","100.0","False","N","","ALKS","False"
"True","Allstate Corporation (The) Common Stock","N"," ","False","100.0","False","","ALL","ALL","False"
"True","Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053","N"," ","False","100.0","False","","ALLpB","ALL-B","False"
"True","Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series G","N"," ","False","100.0","False","","ALLpG","ALL-G","False"
"True","Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H","N"," ","False","100.0","False","","ALLpH","ALL-H","False"
"True","Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I","N"," ","False","100.0","False","","ALLpI","ALL-I","False"
"True","Allegion plc Ordinary Shares","N"," ","False","100.0","False","","ALLE","ALLE","False"
"True","Allakos Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALLK","False"
"True","Allogene Therapeutics, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALLO","False"
"True","Allot Ltd. - Ordinary Shares","Q","Q","False","100.0","False","N","","ALLT","False"
"True","Ally Financial Inc. Common Stock","N"," ","False","100.0","False","","ALLY","ALLY","False"
"True","GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2","N"," ","False","100.0","False","","ALLYpA","ALLY-A","False"
"True","Allena Pharmaceuticals, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALNA","False"
"True","Alnylam Pharmaceuticals, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALNY","False"
"True","AstroNova, Inc. - Common Stock","Q","G","False","100.0","False","N","","ALOT","False"
"True","Alabama Power Company 5.00% Class A Preferred Stock, Cumulative, Par Value $1 Per Share (Stated Capital $25 Per Share)","N"," ","False","100.0","False","","ALPpQ","ALP-Q","False"
"True","Alpine Immune Sciences, Inc. - Common Stock","Q","G","False","100.0","False","N","","ALPN","False"
"True","Alarm.com Holdings, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALRM","False"
"True","Aileron Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","N","","ALRN","False"
"True","Alerus Financial Corporation - Common Stock","Q","S","False","100.0","False","N","","ALRS","False"
"True","Alaska Communications Systems Group, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALSK","False"
"True","Allison Transmission Holdings, Inc. Common Stock","N"," ","False","100.0","False","","ALSN","ALSN","False"
"True","Altimmune, Inc. - Common Stock","Q","G","False","100.0","False","N","","ALT","False"
"True","Altabancorp - Common Stock","Q","S","False","100.0","False","N","","ALTA","False"
"True","Alta Equipment Group Inc. Class A Common Stock","N"," ","False","100.0","False","","ALTG","ALTG","False"
"True","Alta Equipment Group Inc. Warrants","N"," ","False","100.0","False","","ALTG.WS","ALTG+","False"
"True","Pacer Lunt Large Cap Alternator ETF","P"," ","True","100.0","False","","ALTL","ALTL","False"
"True","Altus Midstream Company - Class A Common Stock","Q","G","False","100.0","False","N","","ALTM","False"
"True","Altair Engineering Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","ALTR","False"
"True","ProShares Morningstar Alternatives Solution ETF","Z"," ","True","100.0","False","","ALTS","ALTS","False"
"True","Global X SuperDividend Alternatives ETF","Q","G","True","100.0","False","N","","ALTY","False"
"True","Alussa Energy Acquisition Corp. Class A Ordinary Shares","N"," ","False","100.0","False","","ALUS","ALUS","False"
"True","Alussa Energy Acquisition Corp. Units, each consisting of one Class A Ordinary Share, and one-half of one redeemable warrant","N"," ","False","100.0","False","","ALUS.U","ALUS=","False"
"True","Alussa Energy Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50","N"," ","False","100.0","False","","ALUS.WS","ALUS+","False"
"True","Autoliv, Inc. Common Stock","N"," ","False","100.0","False","","ALV","ALV","False"
"True","AlloVir, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALVR","False"
"True","Alexander's, Inc. Common Stock","N"," ","False","100.0","False","","ALX","ALX","False"
"True","Alexion Pharmaceuticals, Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALXN","False"
"True","ALX Oncology Holdings Inc. - Common Stock","Q","Q","False","100.0","False","N","","ALXO","False"
"True","Alithya Group inc. - Class A subordinate voting shares","Q","S","False","100.0","False","N","","ALYA","False"
"True","Antero Midstream Corporation Common Stock","N"," ","False","100.0","False","","AM","AM","False"
"True","AMAG Pharmaceuticals, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AMAG","False"
"True","Amalgamated Bank - Class A Common Stock","Q","G","False","100.0","False","N","","AMAL","False"
"True","Applied Materials, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AMAT","False"
"True","Ambarella, Inc. - Ordinary Shares","Q","Q","False","100.0","False","N","","AMBA","False"
"True","Ambac Financial Group, Inc. Common Stock","N"," ","False","100.0","False","","AMBC","AMBC","False"
"True","Ambac Financial Group, Inc. Warrants","N"," ","False","100.0","False","","AMBC.WS","AMBC+","False"
"True","Ambow Education Holding Ltd. American Depository Shares, each representing two Class A ordinary shares","A"," ","False","100.0","False","","AMBO","AMBO","False"
"True","AMC Entertainment Holdings, Inc. Class A Common Stock","N"," ","False","100.0","False","","AMC","AMC","False"
"True","iShares Russell 1000 Pure U.S. Revenue ETF","Q","G","True","100.0","False","N","","AMCA","False"
"True","AMCI Acquisition Corp. - Class A Common Stock","Q","S","False","100.0","False","N","","AMCI","False"
"True","AMCI Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","AMCIU","False"
"True","AMCI Acquisition Corp. - Warrant","Q","S","False","100.0","False","N","","AMCIW","False"
"True","Amcor plc Ordinary Shares","N"," ","False","100.0","False","","AMCR","AMCR","False"
"True","AMC Networks Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","AMCX","False"
"True","Advanced Micro Devices, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AMD","False"
"True","AMETEK, Inc.","N"," ","False","100.0","False","","AME","AME","False"
"True","Amedisys Inc - Common Stock","Q","Q","False","100.0","False","N","","AMED","False"
"True","Apollo Medical Holdings, Inc. - Common Stock","Q","S","False","100.0","False","N","","AMEH","False"
"True","Emles Made in America ETF","Z"," ","True","100.0","False","","AMER","AMER","False"
"True","Affiliated Managers Group, Inc. Common Stock","N"," ","False","100.0","False","","AMG","AMG","False"
"True","Amgen Inc. - Common Stock","Q","Q","False","100.0","False","N","","AMGN","False"
"True","American Homes 4 Rent Common Shares of Beneficial Interest","N"," ","False","100.0","False","","AMH","AMH","False"
"True","American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest","N"," ","False","100.0","False","","AMHpD","AMH-D","False"
"True","American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest","N"," ","False","100.0","False","","AMHpE","AMH-E","False"
"True","American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares","N"," ","False","100.0","False","","AMHpF","AMH-F","False"
"True","American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest","N"," ","False","100.0","False","","AMHpG","AMH-G","False"
"True","American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest","N"," ","False","100.0","False","","AMHpH","AMH-H","False"
"True","Amplitude Healthcare Acquisition Corporation - Class A Common Stock","Q","S","False","100.0","False","N","","AMHC","False"
"True","Amplitude Healthcare Acquisition Corporation - Unit","Q","S","False","100.0","False","N","","AMHCU","False"
"True","Amplitude Healthcare Acquisition Corporation - Warrant","Q","S","False","100.0","False","N","","AMHCW","False"
"True","JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN","P"," ","False","100.0","False","","AMJ","AMJ","False"
"True","AssetMark Financial Holdings, Inc. Common Stock","N"," ","False","100.0","False","","AMK","AMK","False"
"True","Amkor Technology, Inc. - Common Stock","Q","Q","False","100.0","False","N","","AMKR","False"
"True","Alerian MLP ETF","P"," ","True","100.0","False","","AMLP","AMLP","False"
"True","AMN Healthcare Services Inc AMN Healthcare Services Inc","N"," ","False","100.0","False","","AMN","AMN","False"
